Ticket_ID,Ticket_Date,Customer_ID,Department,Agent_Name,Category,Sub_Category,Priority,Status,Resolution_Time_Hours,SLA_Target_Hours,SLA_Status,Customer_Satisfaction,Reopened,Channel,Root_Cause,Month,Year
TKT021660,2024-05-09,CUST03866,Others,Aditya Jain,Access & Permissions,Account Lock,High,In Progress,4.91,8,Met,5.0,No,Phone,Unknown,May 2024,2024
TKT026165,2024-05-09,CUST02131,IT,Vikram Rao,Network,VPN,Low,Resolved,1.53,8,Met,4.7,No,Portal,User Error,May 2024,2024
TKT017279,2024-05-09,CUST02915,HR,Priya Patel,Access & Permissions,Permission Change,High,Pending,6.01,8,Met,3.5,No,Email,Configuration Error,May 2024,2024
TKT030889,2024-05-09,CUST03501,IT,Kavya Reddy,Network,Slow Network,Low,Resolved,2.91,8,Met,4.3,No,Phone,Software Bug,May 2024,2024
TKT001072,2024-05-09,CUST03149,HR,Kavya Reddy,Access & Permissions,Permission Change,Medium,Open,2.69,12,Met,4.2,No,Portal,Hardware Failure,May 2024,2024
TKT041086,2024-05-09,CUST02511,IT,Simran Kaur,Network,VPN,Critical,Resolved,14.36,4,Breached,3.1,No,Portal,Software Bug,May 2024,2024
TKT005087,2024-05-09,CUST02766,Marketing,Aditya Jain,Software,Update/Upgrade,Medium,Pending,3.45,12,Met,4.2,No,Email,Hardware Failure,May 2024,2024
TKT027730,2024-05-09,CUST04721,Sales,Simran Kaur,Application Support,Database Support,Medium,Resolved,4.37,12,Met,4.5,No,Email,Software Bug,May 2024,2024
TKT027167,2024-05-09,CUST01565,IT,Saurabh Yadav,Network,VPN,Medium,Resolved,6.94,12,Met,4.7,No,Phone,User Error,May 2024,2024
TKT024218,2024-05-09,CUST00576,Others,Simran Kaur,Software,Application Error,Low,Resolved,2.49,8,Met,4.7,No,Portal,Software Bug,May 2024,2024
TKT000909,2024-05-09,CUST01203,Finance,Sneha Desai,Software,Update/Upgrade,Critical,Resolved,17.19,4,Breached,2.9,No,Email,Network Issue,May 2024,2024
TKT004152,2024-05-09,CUST02506,Others,Nikhil Patil,Network,VPN,Critical,In Progress,15.91,4,Breached,3.4,No,Phone,Access Issue,May 2024,2024
TKT041052,2024-05-09,CUST02703,Sales,Isha Malhotra,Application Support,Database Support,Low,Resolved,1.6,8,Met,4.7,No,Portal,Configuration Error,May 2024,2024
TKT017188,2024-05-09,CUST02084,HR,Pooja Nair,Access & Permissions,Permission Change,Low,In Progress,1.7,8,Met,4.2,No,Portal,Software Bug,May 2024,2024
TKT001726,2024-05-09,CUST01764,IT,Rahul Joshi,Software,Installation,Medium,Pending,3.43,12,Met,3.8,Yes,Portal,Hardware Failure,May 2024,2024
TKT047970,2024-05-09,CUST04848,Others,Saurabh Yadav,Access & Permissions,Account Lock,Low,Resolved,2.07,8,Met,4.3,No,Email,Network Issue,May 2024,2024
TKT002621,2024-05-09,CUST02920,Sales,Priya Patel,Network,Slow Network,High,Pending,10.86,8,Breached,4.3,No,Phone,User Error,May 2024,2024
TKT001662,2024-05-09,CUST02713,IT,Amit Singh,Hardware,Peripheral,Medium,Open,4.54,12,Met,4.4,No,Chat,Network Issue,May 2024,2024
TKT008337,2024-05-09,CUST04069,Finance,Isha Malhotra,Hardware,Printer,Low,Resolved,3.64,8,Met,4.4,No,Email,Network Issue,May 2024,2024
TKT000250,2024-05-09,CUST04327,HR,Karan Mehta,Network,Connectivity,Medium,Resolved,2.99,12,Met,4.6,No,Email,User Error,May 2024,2024
TKT004541,2024-05-09,CUST03837,Operations,Sneha Desai,Access & Permissions,Permission Change,Low,Resolved,2.26,8,Met,4.3,No,Portal,User Error,May 2024,2024
TKT008841,2024-05-09,CUST04007,Sales,Karan Mehta,Application Support,Database Support,Low,In Progress,1.91,8,Met,3.9,No,Portal,Software Bug,May 2024,2024
TKT000638,2024-05-09,CUST00361,Sales,Anjali Verma,Application Support,Database Support,Critical,Resolved,13.22,4,Breached,3.2,Yes,Phone,Hardware Failure,May 2024,2024
TKT034729,2024-05-09,CUST01629,Finance,Neha Gupta,Software,Installation,Low,Pending,1.51,8,Met,4.4,No,Portal,Access Issue,May 2024,2024
TKT047058,2024-05-09,CUST02884,IT,Pooja Nair,Application Support,CRM Support,High,In Progress,8.62,8,Breached,3.6,Yes,Email,Unknown,May 2024,2024
TKT003089,2024-05-09,CUST04587,IT,Amit Singh,Network,Wi-Fi,Medium,In Progress,4.53,12,Met,4.5,No,Portal,Hardware Failure,May 2024,2024
TKT019144,2024-05-09,CUST03980,IT,Rahul Joshi,Application Support,ERP Support,Low,Resolved,2.51,8,Met,4.4,No,Portal,User Error,May 2024,2024
TKT047024,2024-05-09,CUST02566,IT,Karan Mehta,Hardware,Peripheral,Low,Resolved,2.86,8,Met,3.9,No,Portal,Configuration Error,May 2024,2024
TKT000477,2024-05-09,CUST01246,IT,Amit Singh,Application Support,CRM Support,High,Resolved,7.61,8,Met,3.7,No,Email,Hardware Failure,May 2024,2024
TKT033385,2024-05-09,CUST03990,IT,Aditya Jain,Application Support,ERP Support,Low,Resolved,6.18,8,Met,4.2,No,Portal,Configuration Error,May 2024,2024
TKT026461,2024-05-09,CUST04082,HR,Vikram Rao,Access & Permissions,Password Reset,Critical,Resolved,8.27,4,Breached,4.0,No,Phone,Software Bug,May 2024,2024
TKT020315,2024-05-09,CUST00731,Sales,Priya Patel,Access & Permissions,Permission Change,High,Resolved,4.41,8,Met,4.2,No,Email,Unknown,May 2024,2024
TKT045886,2024-05-09,CUST02983,Finance,Aarav Sharma,Software,Application Error,High,Resolved,20.61,8,Breached,3.2,No,Phone,Software Bug,May 2024,2024
TKT046521,2024-05-09,CUST04194,IT,Neha Gupta,Software,License Issue,Low,Resolved,2.16,8,Met,3.9,No,Phone,User Error,May 2024,2024
TKT003325,2024-05-09,CUST03081,Sales,Aditya Jain,Application Support,Email Support,Low,Resolved,1.07,8,Met,5.0,No,Phone,Hardware Failure,May 2024,2024
TKT029982,2024-05-09,CUST02294,Operations,Arjun Shah,Application Support,Email Support,High,Resolved,14.1,8,Breached,2.9,No,Portal,Network Issue,May 2024,2024
TKT034557,2024-05-09,CUST04778,Others,Saurabh Yadav,Network,Wi-Fi,High,In Progress,10.95,8,Breached,3.0,No,Chat,Access Issue,May 2024,2024
TKT031217,2024-05-09,CUST04085,IT,Nikhil Patil,Access & Permissions,Role Access,High,Resolved,10.3,8,Breached,3.5,No,Email,Network Issue,May 2024,2024
TKT048782,2024-05-09,CUST02381,Sales,Anjali Verma,Application Support,Email Support,High,In Progress,5.65,8,Met,4.6,No,Chat,Network Issue,May 2024,2024
TKT012370,2024-05-09,CUST03053,Operations,Aditya Jain,Hardware,Laptop/Desktop,High,Resolved,3.09,8,Met,3.8,No,Chat,Unknown,May 2024,2024
TKT013359,2024-05-09,CUST00743,Finance,Neha Gupta,Application Support,Email Support,Low,Resolved,1.33,8,Met,5.0,No,Portal,User Error,May 2024,2024
TKT025956,2024-05-09,CUST03806,Others,Isha Malhotra,Hardware,Laptop/Desktop,Low,In Progress,1.75,8,Met,4.4,No,Email,Unknown,May 2024,2024
TKT001504,2024-05-09,CUST01370,Finance,Aditya Jain,Network,Slow Network,Medium,Resolved,4.92,12,Met,4.4,No,Portal,Unknown,May 2024,2024
TKT046998,2024-05-09,CUST01916,Others,Anjali Verma,Network,Slow Network,Medium,In Progress,2.29,12,Met,4.1,No,Chat,Access Issue,May 2024,2024
TKT017660,2024-05-09,CUST01632,HR,Priya Patel,Application Support,Database Support,Critical,Resolved,12.73,4,Breached,3.6,No,Portal,Software Bug,May 2024,2024
TKT009837,2024-05-09,CUST01119,IT,Simran Kaur,Network,Connectivity,Medium,Resolved,2.78,12,Met,4.4,No,Email,Hardware Failure,May 2024,2024
TKT048020,2024-05-09,CUST04664,IT,Arjun Shah,Network,Wi-Fi,Medium,Resolved,6.27,12,Met,4.3,No,Portal,User Error,May 2024,2024
TKT016528,2024-05-09,CUST00177,Operations,Amit Singh,Network,Connectivity,Low,Resolved,3.63,8,Met,4.5,No,Portal,Access Issue,May 2024,2024
TKT025669,2024-05-09,CUST00773,Others,Saurabh Yadav,Software,Application Error,Medium,Resolved,2.27,12,Met,4.6,No,Phone,User Error,May 2024,2024
TKT028645,2024-05-09,CUST04243,Finance,Anjali Verma,Hardware,Peripheral,Low,In Progress,4.78,8,Met,4.2,No,Phone,Access Issue,May 2024,2024
TKT014508,2024-05-09,CUST03855,Sales,Nikhil Patil,Network,Slow Network,Low,Resolved,4.69,8,Met,3.6,No,Chat,Configuration Error,May 2024,2024
TKT009394,2024-05-09,CUST01514,Others,Pooja Nair,Hardware,Peripheral,High,Resolved,5.96,8,Met,3.1,No,Phone,User Error,May 2024,2024
TKT045733,2024-05-09,CUST03927,IT,Karan Mehta,Access & Permissions,Role Access,Low,Resolved,1.02,8,Met,4.8,No,Email,Access Issue,May 2024,2024
TKT000373,2024-05-09,CUST03454,Finance,Pooja Nair,Hardware,Monitor,High,Resolved,5.09,8,Met,4.4,No,Portal,Software Bug,May 2024,2024
TKT046014,2024-05-09,CUST03665,IT,Kavya Reddy,Access & Permissions,Password Reset,Critical,Resolved,18.37,4,Breached,3.2,No,Portal,Hardware Failure,May 2024,2024
TKT040606,2024-05-09,CUST04688,IT,Pooja Nair,Access & Permissions,Password Reset,Medium,Resolved,14.05,12,Breached,3.2,Yes,Portal,Access Issue,May 2024,2024
TKT036907,2024-05-09,CUST03607,Operations,Simran Kaur,Network,Wi-Fi,Medium,Resolved,2.89,12,Met,4.4,No,Phone,Configuration Error,May 2024,2024
TKT001416,2024-05-09,CUST00229,HR,Rahul Joshi,Access & Permissions,Password Reset,Low,Resolved,3.47,8,Met,4.3,No,Portal,Network Issue,May 2024,2024
TKT043455,2024-05-09,CUST02142,Finance,Riya Kulkarni,Software,Update/Upgrade,Medium,Resolved,2.71,12,Met,4.2,No,Phone,Software Bug,May 2024,2024
TKT004407,2024-05-09,CUST02655,IT,Rohan Kapoor,Network,Slow Network,High,Resolved,8.33,8,Breached,4.1,No,Email,Hardware Failure,May 2024,2024
TKT033774,2024-05-09,CUST04957,IT,Amit Singh,Software,Application Error,Low,Resolved,2.35,8,Met,4.4,No,Chat,User Error,May 2024,2024
TKT007180,2024-05-09,CUST01917,IT,Saurabh Yadav,Hardware,Printer,Low,Resolved,2.77,8,Met,3.2,No,Portal,Access Issue,May 2024,2024
TKT020887,2024-05-09,CUST02652,Marketing,Amit Singh,Hardware,Laptop/Desktop,High,Pending,14.41,8,Breached,3.5,No,Phone,Access Issue,May 2024,2024
TKT048058,2024-05-09,CUST00476,HR,Isha Malhotra,Software,Update/Upgrade,Low,Resolved,1.01,8,Met,4.8,No,Email,Hardware Failure,May 2024,2024
TKT000586,2024-05-09,CUST03460,HR,Simran Kaur,Network,VPN,Critical,Resolved,6.93,4,Breached,3.4,No,Email,Software Bug,May 2024,2024
TKT004100,2024-05-10,CUST02755,Others,Karan Mehta,Network,Connectivity,Medium,Resolved,6.44,12,Met,4.1,No,Phone,Software Bug,May 2024,2024
TKT012052,2024-05-10,CUST01748,HR,Aarav Sharma,Access & Permissions,Role Access,Low,In Progress,7.14,8,Met,4.1,No,Email,Access Issue,May 2024,2024
TKT012739,2024-05-10,CUST02431,Others,Sneha Desai,Software,License Issue,Critical,Resolved,10.13,4,Breached,3.2,No,Email,Hardware Failure,May 2024,2024
TKT032383,2024-05-10,CUST02183,Sales,Meera Iyer,Hardware,Laptop/Desktop,Critical,Resolved,7.99,4,Breached,3.9,No,Email,Software Bug,May 2024,2024
TKT026182,2024-05-10,CUST02133,HR,Priya Patel,Hardware,Laptop/Desktop,Low,Resolved,4.66,8,Met,4.3,No,Email,User Error,May 2024,2024
TKT042351,2024-05-10,CUST04778,Sales,Aditya Jain,Software,Update/Upgrade,Low,Resolved,2.07,8,Met,4.6,No,Chat,Network Issue,May 2024,2024
TKT047517,2024-05-10,CUST01550,IT,Isha Malhotra,Application Support,Database Support,Medium,Resolved,5.45,12,Met,4.3,No,Portal,Access Issue,May 2024,2024
TKT035666,2024-05-10,CUST03618,Sales,Neha Gupta,Application Support,ERP Support,Medium,Resolved,2.77,12,Met,4.6,No,Portal,Configuration Error,May 2024,2024
TKT047600,2024-05-10,CUST01760,Marketing,Riya Kulkarni,Software,Update/Upgrade,Medium,Resolved,5.24,12,Met,4.0,No,Email,Network Issue,May 2024,2024
TKT026199,2024-05-10,CUST04468,IT,Simran Kaur,Application Support,Email Support,Critical,In Progress,6.69,4,Breached,3.2,No,Email,Network Issue,May 2024,2024
TKT000961,2024-05-10,CUST02049,IT,Sneha Desai,Access & Permissions,Permission Change,Low,Resolved,1.86,8,Met,4.9,No,Email,Configuration Error,May 2024,2024
TKT044787,2024-05-10,CUST02216,IT,Vikram Rao,Network,VPN,Medium,Resolved,4.97,12,Met,5.0,No,Phone,User Error,May 2024,2024
TKT047300,2024-05-10,CUST02348,Finance,Riya Kulkarni,Application Support,Database Support,Medium,Resolved,4.31,12,Met,3.7,No,Chat,Access Issue,May 2024,2024
TKT009175,2024-05-10,CUST04074,IT,Isha Malhotra,Access & Permissions,Role Access,High,Resolved,9.66,8,Breached,3.2,No,Portal,Software Bug,May 2024,2024
TKT015297,2024-05-10,CUST01352,Marketing,Neha Gupta,Software,License Issue,Medium,Open,7.25,12,Met,4.1,No,Portal,Software Bug,May 2024,2024
TKT042617,2024-05-10,CUST02349,Others,Amit Singh,Software,Update/Upgrade,High,Resolved,5.54,8,Met,4.0,No,Email,Network Issue,May 2024,2024
TKT016671,2024-05-10,CUST00634,IT,Isha Malhotra,Hardware,Peripheral,Medium,Resolved,9.79,12,Met,4.4,No,Portal,Hardware Failure,May 2024,2024
TKT007535,2024-05-10,CUST04981,Operations,Vikram Rao,Software,Update/Upgrade,Medium,Resolved,6.26,12,Met,4.1,No,Email,Software Bug,May 2024,2024
TKT046105,2024-05-10,CUST01392,Finance,Meera Iyer,Access & Permissions,Permission Change,Critical,Resolved,18.77,4,Breached,2.9,No,Portal,User Error,May 2024,2024
TKT016592,2024-05-10,CUST02582,Others,Vikram Rao,Software,Update/Upgrade,Low,Resolved,1.28,8,Met,3.5,No,Portal,Network Issue,May 2024,2024
TKT024978,2024-05-10,CUST03118,IT,Pooja Nair,Application Support,Email Support,Low,Resolved,3.51,8,Met,4.0,No,Email,Unknown,May 2024,2024
TKT039783,2024-05-10,CUST03300,Sales,Neha Gupta,Network,Wi-Fi,Low,Resolved,4.46,8,Met,3.7,No,Email,Configuration Error,May 2024,2024
TKT025453,2024-05-10,CUST04116,Others,Pooja Nair,Hardware,Monitor,Low,In Progress,1.53,8,Met,4.4,No,Portal,Hardware Failure,May 2024,2024
TKT039076,2024-05-10,CUST00510,Finance,Arjun Shah,Hardware,Printer,Medium,Resolved,2.78,12,Met,5.0,No,Email,User Error,May 2024,2024
TKT002453,2024-05-10,CUST00374,IT,Saurabh Yadav,Access & Permissions,Permission Change,High,Resolved,6.34,8,Met,4.0,No,Portal,Configuration Error,May 2024,2024
TKT012752,2024-05-10,CUST01491,Operations,Amit Singh,Software,Installation,Critical,Resolved,6.94,4,Breached,3.2,No,Phone,Access Issue,May 2024,2024
TKT030881,2024-05-10,CUST04168,HR,Aarav Sharma,Hardware,Laptop/Desktop,High,Resolved,4.38,8,Met,3.3,No,Portal,Network Issue,May 2024,2024
TKT038843,2024-05-10,CUST03549,Finance,Rahul Joshi,Hardware,Monitor,Medium,Open,14.16,12,Breached,3.0,No,Portal,Software Bug,May 2024,2024
TKT035611,2024-05-10,CUST01021,Marketing,Rahul Joshi,Software,Application Error,Medium,Resolved,7.54,12,Met,4.3,Yes,Email,Configuration Error,May 2024,2024
TKT004080,2024-05-10,CUST03931,Others,Amit Singh,Application Support,Email Support,Medium,Resolved,3.46,12,Met,5.0,No,Portal,Hardware Failure,May 2024,2024
TKT044087,2024-05-10,CUST04439,HR,Anjali Verma,Software,Application Error,High,Resolved,13.98,8,Breached,3.1,No,Chat,Software Bug,May 2024,2024
TKT031980,2024-05-10,CUST00597,Others,Priya Patel,Software,Update/Upgrade,Medium,Resolved,6.86,12,Met,3.8,No,Phone,Software Bug,May 2024,2024
TKT026281,2024-05-10,CUST01787,Operations,Kavya Reddy,Application Support,ERP Support,Low,Open,1.02,8,Met,4.3,No,Portal,Access Issue,May 2024,2024
TKT037374,2024-05-10,CUST02197,Others,Simran Kaur,Software,Application Error,Low,In Progress,0.79,8,Met,4.1,No,Phone,Hardware Failure,May 2024,2024
TKT019471,2024-05-10,CUST01425,Marketing,Pooja Nair,Application Support,Email Support,Medium,Resolved,16.51,12,Breached,2.0,No,Email,Software Bug,May 2024,2024
TKT024613,2024-05-10,CUST04851,HR,Riya Kulkarni,Software,Application Error,Low,Resolved,1.07,8,Met,4.7,No,Portal,User Error,May 2024,2024
TKT020332,2024-05-10,CUST02187,HR,Rahul Joshi,Application Support,Database Support,Low,Resolved,3.14,8,Met,3.9,No,Portal,Software Bug,May 2024,2024
TKT007764,2024-05-10,CUST01336,Sales,Arjun Shah,Hardware,Peripheral,Medium,Resolved,2.37,12,Met,4.5,Yes,Phone,Access Issue,May 2024,2024
TKT001615,2024-05-10,CUST04163,Others,Arjun Shah,Access & Permissions,Account Lock,Critical,In Progress,29.78,4,Breached,2.6,No,Portal,User Error,May 2024,2024
TKT004692,2024-05-10,CUST00120,Finance,Meera Iyer,Application Support,Database Support,Low,Resolved,3.34,8,Met,4.0,No,Phone,Software Bug,May 2024,2024
TKT010991,2024-05-10,CUST01395,HR,Vikram Rao,Network,Connectivity,Low,Resolved,2.55,8,Met,4.1,No,Phone,Unknown,May 2024,2024
TKT030011,2024-05-10,CUST04280,Marketing,Vikram Rao,Application Support,Database Support,High,Resolved,8.72,8,Breached,3.3,No,Email,Software Bug,May 2024,2024
TKT033404,2024-05-10,CUST00562,IT,Vikram Rao,Hardware,Monitor,Critical,Resolved,10.51,4,Breached,3.2,No,Phone,Unknown,May 2024,2024
TKT033308,2024-05-10,CUST01334,IT,Sneha Desai,Software,Update/Upgrade,Medium,Resolved,4.18,12,Met,4.6,No,Email,Software Bug,May 2024,2024
TKT005335,2024-05-10,CUST00351,Finance,Simran Kaur,Software,Update/Upgrade,High,Resolved,9.27,8,Breached,3.1,No,Email,Network Issue,May 2024,2024
TKT008298,2024-05-10,CUST03100,IT,Rahul Joshi,Hardware,Printer,High,Resolved,10.18,8,Breached,3.4,No,Email,Network Issue,May 2024,2024
TKT029057,2024-05-10,CUST02768,Finance,Saurabh Yadav,Network,Wi-Fi,Low,In Progress,0.81,8,Met,3.8,No,Phone,Hardware Failure,May 2024,2024
TKT019908,2024-05-10,CUST03596,Finance,Aditya Jain,Access & Permissions,Permission Change,High,Resolved,9.33,8,Breached,3.3,No,Portal,Hardware Failure,May 2024,2024
TKT008894,2024-05-10,CUST00962,Finance,Aditya Jain,Hardware,Laptop/Desktop,High,Resolved,2.77,8,Met,4.8,No,Portal,Network Issue,May 2024,2024
TKT018350,2024-05-10,CUST01738,HR,Aarav Sharma,Application Support,CRM Support,Critical,Resolved,14.27,4,Breached,2.7,No,Email,User Error,May 2024,2024
TKT021451,2024-05-10,CUST02177,IT,Anjali Verma,Network,Wi-Fi,Low,Open,1.49,8,Met,4.5,No,Phone,Software Bug,May 2024,2024
TKT020690,2024-05-10,CUST03858,Finance,Priya Patel,Application Support,CRM Support,Medium,In Progress,4.88,12,Met,4.2,No,Portal,User Error,May 2024,2024
TKT047403,2024-05-10,CUST01505,Marketing,Sneha Desai,Software,Installation,Low,Resolved,3.39,8,Met,3.9,No,Portal,Access Issue,May 2024,2024
TKT029059,2024-05-10,CUST04856,Operations,Meera Iyer,Hardware,Monitor,Low,Resolved,7.0,8,Met,4.8,Yes,Portal,Software Bug,May 2024,2024
TKT033406,2024-05-10,CUST01388,IT,Simran Kaur,Network,VPN,Critical,Resolved,24.59,4,Breached,3.2,No,Email,Software Bug,May 2024,2024
TKT025774,2024-05-10,CUST02069,Marketing,Aarav Sharma,Application Support,Database Support,Low,Resolved,0.87,8,Breached,3.3,No,Portal,Software Bug,May 2024,2024
TKT024499,2024-05-10,CUST02727,Sales,Kavya Reddy,Access & Permissions,Permission Change,Medium,Pending,7.49,12,Met,4.6,No,Portal,Network Issue,May 2024,2024
TKT039220,2024-05-10,CUST03262,IT,Aarav Sharma,Access & Permissions,Password Reset,Medium,Resolved,3.33,12,Met,3.6,No,Portal,Hardware Failure,May 2024,2024
TKT013671,2024-05-10,CUST01355,IT,Riya Kulkarni,Access & Permissions,Role Access,Medium,Resolved,3.56,12,Met,4.8,No,Portal,Software Bug,May 2024,2024
TKT011854,2024-05-10,CUST03907,Others,Aditya Jain,Network,Wi-Fi,Medium,In Progress,4.7,12,Met,4.6,No,Chat,Software Bug,May 2024,2024
TKT036575,2024-05-10,CUST04663,Others,Aarav Sharma,Software,Installation,Critical,Resolved,3.76,4,Met,4.1,Yes,Portal,Software Bug,May 2024,2024
TKT034773,2024-05-10,CUST01532,Operations,Isha Malhotra,Software,License Issue,Low,Resolved,4.76,8,Met,4.9,No,Portal,Network Issue,May 2024,2024
TKT014837,2024-05-10,CUST00391,Operations,Arjun Shah,Network,Wi-Fi,Critical,Open,10.35,4,Breached,2.6,Yes,Email,Software Bug,May 2024,2024
TKT039388,2024-05-10,CUST01657,Others,Vikram Rao,Hardware,Peripheral,Critical,In Progress,4.54,4,Breached,3.6,No,Email,Hardware Failure,May 2024,2024
TKT036052,2024-05-10,CUST03932,HR,Sneha Desai,Network,Connectivity,Low,Pending,8.78,8,Breached,2.9,No,Email,User Error,May 2024,2024
TKT024320,2024-05-10,CUST02691,Operations,Sneha Desai,Network,Wi-Fi,Medium,In Progress,2.35,12,Met,4.4,No,Chat,Access Issue,May 2024,2024
TKT023228,2024-05-10,CUST00098,IT,Meera Iyer,Network,Wi-Fi,Low,Resolved,3.11,8,Met,4.5,No,Phone,Network Issue,May 2024,2024
TKT011080,2024-05-10,CUST04103,IT,Anjali Verma,Hardware,Monitor,Medium,Resolved,6.55,12,Met,3.2,No,Email,Unknown,May 2024,2024
TKT005055,2024-05-10,CUST01826,HR,Aarav Sharma,Software,Application Error,Low,Resolved,2.33,8,Met,3.7,No,Portal,Access Issue,May 2024,2024
TKT049598,2024-05-10,CUST04950,IT,Aarav Sharma,Network,VPN,Medium,Resolved,6.57,12,Met,4.3,No,Phone,Network Issue,May 2024,2024
TKT024412,2024-05-10,CUST00087,Finance,Meera Iyer,Network,Wi-Fi,Low,In Progress,2.4,8,Met,3.6,No,Email,User Error,May 2024,2024
TKT017234,2024-05-10,CUST01938,Sales,Nikhil Patil,Hardware,Monitor,Medium,Resolved,1.87,12,Met,4.7,No,Email,User Error,May 2024,2024
TKT031975,2024-05-10,CUST04380,HR,Saurabh Yadav,Hardware,Monitor,Low,Resolved,0.69,8,Met,4.1,No,Portal,Hardware Failure,May 2024,2024
TKT001599,2024-05-10,CUST03661,Sales,Rahul Joshi,Hardware,Peripheral,High,Resolved,6.26,8,Met,3.8,No,Email,Access Issue,May 2024,2024
TKT025793,2024-05-10,CUST01544,IT,Isha Malhotra,Software,License Issue,Medium,In Progress,2.09,12,Met,3.7,No,Phone,Software Bug,May 2024,2024
TKT036542,2024-05-10,CUST03157,Others,Aarav Sharma,Hardware,Monitor,Low,Resolved,1.09,8,Met,5.0,No,Email,Configuration Error,May 2024,2024
TKT001937,2024-05-10,CUST01603,IT,Neha Gupta,Software,License Issue,Medium,Resolved,5.02,12,Met,4.3,No,Phone,Network Issue,May 2024,2024
TKT035092,2024-05-10,CUST04437,Finance,Nikhil Patil,Software,Update/Upgrade,High,Resolved,9.13,8,Met,4.1,No,Email,Access Issue,May 2024,2024
TKT001321,2024-05-10,CUST00263,HR,Meera Iyer,Application Support,Email Support,Low,Resolved,11.56,8,Breached,3.0,No,Portal,Network Issue,May 2024,2024
TKT047466,2024-05-10,CUST01598,Operations,Pooja Nair,Software,Update/Upgrade,High,Resolved,4.62,8,Met,4.0,No,Email,Software Bug,May 2024,2024
TKT034077,2024-05-10,CUST01468,IT,Aarav Sharma,Hardware,Monitor,Medium,Resolved,6.47,12,Met,3.8,No,Email,User Error,May 2024,2024
TKT028051,2024-05-10,CUST00172,Others,Amit Singh,Application Support,Database Support,Low,Resolved,1.52,8,Met,4.7,No,Email,Network Issue,May 2024,2024
TKT032214,2024-05-10,CUST00802,Sales,Vikram Rao,Network,Connectivity,Low,Pending,1.37,8,Met,4.0,No,Portal,Network Issue,May 2024,2024
TKT004748,2024-05-10,CUST00633,HR,Saurabh Yadav,Application Support,ERP Support,Medium,Open,11.93,12,Met,4.1,No,Phone,Network Issue,May 2024,2024
TKT017158,2024-05-10,CUST02652,HR,Arjun Shah,Network,VPN,High,Resolved,14.57,8,Breached,3.3,No,Portal,Software Bug,May 2024,2024
TKT023749,2024-05-10,CUST01533,HR,Amit Singh,Access & Permissions,Account Lock,Medium,Resolved,3.47,12,Met,4.1,No,Email,User Error,May 2024,2024
TKT034219,2024-05-10,CUST01912,Others,Isha Malhotra,Hardware,Laptop/Desktop,Low,Resolved,0.47,8,Met,3.7,No,Portal,Configuration Error,May 2024,2024
TKT016265,2024-05-10,CUST02451,HR,Meera Iyer,Software,Application Error,Low,In Progress,1.04,8,Met,4.3,No,Chat,Software Bug,May 2024,2024
TKT040681,2024-05-10,CUST00154,IT,Priya Patel,Hardware,Monitor,High,Resolved,12.05,8,Breached,3.8,Yes,Phone,Network Issue,May 2024,2024
TKT048600,2024-05-10,CUST01365,Finance,Simran Kaur,Access & Permissions,Password Reset,Critical,In Progress,20.81,4,Breached,3.0,No,Email,Software Bug,May 2024,2024
TKT013065,2024-05-10,CUST04109,IT,Neha Gupta,Network,Connectivity,Low,Resolved,0.99,8,Met,5.0,No,Email,Unknown,May 2024,2024
TKT041535,2024-05-10,CUST00143,Sales,Rahul Joshi,Hardware,Peripheral,Medium,Resolved,2.8,12,Met,4.1,No,Portal,Network Issue,May 2024,2024
TKT020553,2024-05-10,CUST04481,IT,Rahul Joshi,Network,Wi-Fi,Low,Resolved,1.29,8,Met,3.9,No,Email,Access Issue,May 2024,2024
TKT049905,2024-05-10,CUST03638,IT,Aarav Sharma,Hardware,Printer,Low,Resolved,2.76,8,Met,4.4,No,Email,Network Issue,May 2024,2024
TKT046066,2024-05-10,CUST04283,Finance,Sneha Desai,Application Support,ERP Support,Medium,Resolved,3.25,12,Met,3.7,No,Chat,Software Bug,May 2024,2024
TKT036409,2024-05-10,CUST00998,Sales,Arjun Shah,Software,Update/Upgrade,Medium,Open,3.63,12,Met,4.0,No,Portal,Access Issue,May 2024,2024
TKT033023,2024-05-10,CUST04941,IT,Karan Mehta,Application Support,Email Support,Medium,Resolved,7.53,12,Met,4.2,No,Portal,User Error,May 2024,2024
TKT020252,2024-05-10,CUST02700,Marketing,Aditya Jain,Application Support,Email Support,Medium,Resolved,5.7,12,Met,4.4,No,Phone,Software Bug,May 2024,2024
TKT038149,2024-05-10,CUST01951,Others,Rahul Joshi,Access & Permissions,Account Lock,Low,Resolved,1.51,8,Met,3.9,No,Portal,Access Issue,May 2024,2024
TKT022641,2024-05-10,CUST03297,IT,Meera Iyer,Network,VPN,Medium,Resolved,9.71,12,Met,3.5,No,Email,Software Bug,May 2024,2024
TKT014703,2024-05-10,CUST03140,Operations,Arjun Shah,Network,Wi-Fi,Medium,Resolved,3.45,12,Breached,2.4,No,Email,Software Bug,May 2024,2024
TKT027726,2024-05-10,CUST00053,Sales,Anjali Verma,Hardware,Laptop/Desktop,High,Resolved,20.44,8,Breached,3.2,No,Portal,Access Issue,May 2024,2024
TKT013811,2024-05-10,CUST02544,Sales,Kavya Reddy,Access & Permissions,Password Reset,Medium,Resolved,6.61,12,Met,4.2,No,Phone,Hardware Failure,May 2024,2024
